"Player","Born","Nation","Pos","Squad","Comp","Age","MP","Min","Gls","Ast","Sh","SoT","CrdY","CrdR","PK","PKatt","Int","TklW","Fls","Fld","Crs","Off","OG","GA","Saves","SoTA","CS","G_PK","Save_pct","Player_clean","tm_name","match_name","name","club","league","position","sub_position","date_of_birth","nationality","market_value_in_eur","nineties","Gls_90","Ast_90","Sh_90","SoT_90","Int_90","TklW_90","Crs_90","GA_90","low_sample"
"Matt Doherty",1992,"ie IRL","DF,MF","Wolves","eng Premier League",33,11,787,0,0,3,0,4,0,0,0,7,8,16,6,8,0,0,0,0,0,0,0,NA,"Matt Doherty",NA,"Matt Doherty","Matt Doherty","Wolverhampton Wanderers","premier-league","Defender","Right-Back","1992-01-16","Ireland",1000000,8.74444444444444,0,0,0.34,0,0.8,0.91,0.91,0,FALSE
"Matt O'Riley",2000,"dk DEN","MF","Marseille","fr Ligue 1",24,21,945,2,2,11,5,2,0,1,1,6,10,17,2,13,2,0,0,0,0,0,1,NA,"Matt O'Riley",NA,"Matt O'Riley","Matt O'Riley","Olympique Marseille","ligue-1","Midfield","Central Midfield","2000-11-21","Denmark",18000000,10.5,0.19,0.19,1.05,0.48,0.57,0.95,1.24,0,FALSE
"Matteo Bianchetti",1993,"it ITA","DF","Cremonese","it Serie A",32,27,2192,0,2,7,1,4,0,0,0,19,30,28,15,6,0,0,0,0,0,0,0,NA,"Matteo Bianchetti",NA,"Matteo Bianchetti","Matteo Bianchetti","US Cremonese","serie-a","Defender","Centre-Back","1993-03-17","Italy",800000,24.3555555555556,0,0.08,0.29,0.04,0.78,1.23,0.25,0,FALSE
"Matteo Cancellieri",2002,"it ITA","FW","Lazio","it Serie A",23,30,1725,4,2,41,17,6,0,0,0,24,28,39,67,21,3,0,0,0,0,0,4,NA,"Matteo Cancellieri",NA,"Matteo Cancellieri","Matteo Cancellieri","Società Sportiva Lazio S.p.A.","serie-a","Attack","Right Winger","2002-02-12","Italy",7000000,19.1666666666667,0.21,0.1,2.14,0.89,1.25,1.46,1.1,0,FALSE
"Matteo Cocchi",2007,"it ITA","DF","Inter","it Serie A",18,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Matteo Cocchi",NA,"Matteo Cocchi","Matteo Cocchi","Inter Milan","serie-a","Defender","Left-Back","2007-02-01","Italy",1500000,0.188888888888889,0,0,0,0,0,0,0,0,TRUE
"Matteo Darmian",1989,"it ITA","MF,DF","Inter","it Serie A",35,6,248,0,0,0,0,0,0,0,0,1,3,4,2,5,1,0,0,0,0,0,0,NA,"Matteo Darmian",NA,"Matteo Darmian","Matteo Darmian","Inter Milan","serie-a","Defender","Right-Back","1989-12-02","Italy",1400000,2.75555555555556,0,0,0,0,0.36,1.09,1.81,0,TRUE
"Matteo Gabbia",1999,"it ITA","DF","Milan","it Serie A",25,30,2530,0,0,19,3,4,0,0,0,13,14,25,6,1,0,0,0,0,0,0,0,NA,"Matteo Gabbia",NA,"Matteo Gabbia","Matteo Gabbia","AC Milan","serie-a","Defender","Centre-Back","1999-10-21","Italy",17000000,28.1111111111111,0,0,0.68,0.11,0.46,0.5,0.04,0,FALSE
"Matteo Lavelli",2006,"it ITA","FW","Inter","it Serie A",18,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"Matteo Lavelli",NA,"Matteo Lavelli","Matteo Lavelli","Inter Milan","serie-a","Attack","Centre-Forward","2006-12-08","Italy",450000,0.0888888888888889,0,0,0,0,0,0,11.25,0,TRUE
"Matteo Palma",2008,"de GER","DF","Udinese","it Serie A",17,5,120,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,NA,"Matteo Palma",NA,"Matteo Palma","Matteo Palma","Udinese Calcio","serie-a","Defender","Centre-Back","2008-03-13","Germany",5000000,1.33333333333333,0,0,0,0,2.25,0,0.75,0,TRUE
"Matteo Politano",1993,"it ITA","MF,FW","Napoli","it Serie A",31,34,2200,2,5,49,13,4,0,0,0,5,10,19,28,173,0,0,0,0,0,0,2,NA,"Matteo Politano",NA,"Matteo Politano","Matteo Politano","SSC Napoli","serie-a","Attack","Right Winger","1993-08-03","Italy",5000000,24.4444444444444,0.08,0.2,2,0.53,0.2,0.41,7.08,0,FALSE
"Matteo Prati",2003,"it ITA","MF","Cagliari","it Serie A",21,33,1882,1,1,31,1,6,0,0,0,20,15,29,10,15,0,0,0,0,0,0,1,NA,"Matteo Prati",NA,"Matteo Prati","Matteo Prati","Torino FC","serie-a","Midfield","Defensive Midfield","2003-12-28","Italy",5500000,20.9111111111111,0.05,0.05,1.48,0.05,0.96,0.72,0.72,0,FALSE
"Matteo Ruggeri",2002,"it ITA","DF","Atlético Madrid","es La Liga",23,26,1774,0,3,5,2,4,0,0,0,20,23,28,2,86,1,0,0,0,0,0,0,NA,"Matteo Ruggeri",NA,"Matteo Ruggeri","Matteo Ruggeri","Atlético de Madrid","laliga","Defender","Left-Back","2002-07-11","Italy",28000000,19.7111111111111,0,0.15,0.25,0.1,1.01,1.17,4.36,0,FALSE
"Matthias Ginter",1994,"de GER","DF","Freiburg","de Bundesliga",31,32,2833,3,3,19,7,3,0,0,0,22,14,16,19,15,2,0,0,0,0,0,3,NA,"Matthias Ginter",NA,"Matthias Ginter","Matthias Ginter","SC Freiburg","bundesliga","Defender","Centre-Back","1994-01-19","Germany",5000000,31.4777777777778,0.1,0.1,0.6,0.22,0.7,0.44,0.48,0,FALSE
"Matthieu Udol",1996,"fr FRA","MF,DF","Lens","fr Ligue 1",29,34,3002,1,7,47,17,2,0,0,0,51,21,30,27,115,2,0,0,0,0,0,1,NA,"Matthieu Udol",NA,"Matthieu Udol","Matthieu Udol","RC Lens","ligue-1","Defender","Left-Back","1996-03-20","France",8000000,33.3555555555556,0.03,0.21,1.41,0.51,1.53,0.63,3.45,0,FALSE
"Matthijs de Ligt",1999,"nl NED","DF","Manchester Utd","eng Premier League",25,13,1170,1,0,11,3,0,0,0,0,11,13,6,5,4,0,0,0,0,0,0,1,NA,"Matthijs de Ligt",NA,"Matthijs de Ligt","Matthijs de Ligt","Manchester United","premier-league","Defender","Centre-Back","1999-08-12","Netherlands",30000000,13,0.08,0,0.85,0.23,0.85,1,0.31,0,FALSE
"Matthis Abline",2003,"fr FRA","FW,MF","Nantes","fr Ligue 1",22,33,2584,6,4,84,22,6,0,0,1,9,13,32,42,62,5,0,0,0,0,0,6,NA,"Matthis Abline",NA,"Matthis Abline","Matthis Abline","FC Nantes","ligue-1","Attack","Centre-Forward","2003-03-28","France",20000000,28.7111111111111,0.21,0.14,2.93,0.77,0.31,0.45,2.16,0,FALSE
"Mattia Felici",2001,"it ITA","MF","Cagliari","it Serie A",24,12,412,2,1,9,6,3,0,0,0,5,6,10,6,23,0,0,0,0,0,0,2,NA,"Mattia Felici",NA,"Mattia Felici","Mattia Felici","Cagliari Calcio","serie-a","Attack","Left Winger","2001-04-17","Italy",2500000,4.57777777777778,0.44,0.22,1.97,1.31,1.09,1.31,5.02,0,TRUE
"Mattia Perin",1992,"it ITA","GK","Juventus","it Serie A",32,9,765,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,13,22,3,0,59.1,"Mattia Perin",NA,"Mattia Perin","Mattia Perin","Juventus FC","serie-a","Goalkeeper","Goalkeeper","1992-11-10","Italy",2000000,8.5,0,0,0,0,0,0,0,1.06,FALSE
"Mattia Viti",2002,"it ITA","MF,DF","Fiorentina","it Serie A",23,10,265,0,0,0,0,3,1,0,0,3,4,9,4,0,0,0,0,0,0,0,0,NA,"Mattia Viti",NA,"Mattia Viti","Mattia Viti","ACF Fiorentina","serie-a","Defender","Centre-Back","2002-01-24","Italy",5000000,2.94444444444444,0,0,0,0,1.02,1.36,0,0,TRUE
"Mattia Zaccagni",1995,"it ITA","FW","Lazio","it Serie A",30,26,2104,3,0,34,14,6,1,0,1,20,21,30,82,55,6,0,0,0,0,0,3,NA,"Mattia Zaccagni",NA,"Mattia Zaccagni","Mattia Zaccagni","Società Sportiva Lazio S.p.A.","serie-a","Attack","Left Winger","1995-06-16","Italy",7500000,23.3777777777778,0.13,0,1.45,0.6,0.86,0.9,2.35,0,FALSE
"Mattias Svanberg",1999,"se SWE","MF","Wolfsburg","de Bundesliga",26,24,861,3,1,21,8,6,1,0,0,10,7,18,19,8,1,0,0,0,0,0,3,NA,"Mattias Svanberg",NA,"Mattias Svanberg","Mattias Svanberg","VfL Wolfsburg","bundesliga","Midfield","Central Midfield","1999-01-05","Sweden",8000000,9.56666666666667,0.31,0.1,2.2,0.84,1.05,0.73,0.84,0,FALSE
"Matty Cash",1997,"pl POL","DF","Aston Villa","eng Premier League",27,35,3014,3,3,30,10,9,0,0,0,24,32,42,30,131,4,0,0,0,0,0,3,NA,"Matty Cash",NA,"Matty Cash","Matty Cash","Aston Villa","premier-league","Defender","Right-Back","1997-08-07","Poland",22000000,33.4888888888889,0.09,0.09,0.9,0.3,0.72,0.96,3.91,0,FALSE
"Mattéo Guendouzi",1999,"fr FRA","MF","Lazio","it Serie A",26,16,1428,2,1,16,8,5,1,0,0,11,8,17,21,20,0,0,0,0,0,0,2,NA,"Matteo Guendouzi",NA,"Matteo Guendouzi","Mattéo Guendouzi","Società Sportiva Lazio S.p.A.","serie-a","Midfield","Central Midfield","1999-04-14","France",27000000,15.8666666666667,0.13,0.06,1.01,0.5,0.69,0.5,1.26,0,FALSE
"Mattéo Tramoni",2000,"fr FRA","MF,FW","Pisa","it Serie A",25,27,1600,2,2,28,9,3,0,1,1,15,21,16,15,68,2,0,0,0,0,0,1,NA,"Matteo Tramoni",NA,"Matteo Tramoni","Matteo Tramoni","Pisa Sporting Club","serie-a","Midfield","Attacking Midfield","2000-01-20","France",4500000,17.7777777777778,0.11,0.11,1.57,0.51,0.84,1.18,3.82,0,FALSE
"Matz Sels",1992,"be BEL","GK","Nottingham Forest","eng Premier League",33,31,2668,0,0,0,0,2,0,0,0,0,1,0,4,0,0,0,39,93,127,7,0,73.2,"Matz Sels",NA,"Matz Sels","Matz Sels","Nottingham Forest","premier-league","Goalkeeper","Goalkeeper","1992-02-26","Belgium",3500000,29.6444444444444,0,0,0,0,0,0.03,0,1.32,FALSE
"Matìas Soulé",2003,"ar ARG","MF,FW","Roma","it Serie A",22,33,2139,6,5,52,18,1,0,0,0,9,15,7,41,70,6,0,0,0,0,0,6,NA,"Matias Soule",NA,"Matias Soule","Matías Soulé","Associazione Sportiva Roma","serie-a","Attack","Right Winger","2003-04-15","Argentina",35000000,23.7666666666667,0.25,0.21,2.19,0.76,0.38,0.63,2.95,0,FALSE
"Matías Dituro",1987,"ar ARG","GK","Elche","es La Liga",38,22,1980,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,29,64,89,4,0,71.9,"Matias Dituro",NA,"Matias Dituro","Matías Dituro","Elche CF","laliga","Goalkeeper","Goalkeeper","1987-05-08","Argentina",100000,22,0,0,0,0,0.05,0,0,1.32,FALSE
"Matías Pérez",2005,"cl CHI","DF","Lecce","it Serie A",20,1,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"Matias Perez",NA,"Matias Perez","Matías Pérez","US Lecce","serie-a","Defender","Centre-Back","2005-04-13","Chile",500000,0.344444444444444,0,0,0,0,0,0,2.9,0,TRUE
"Matías Vecino",1991,"uy URU","MF","Lazio","it Serie A",33,19,738,0,1,9,1,1,0,0,0,11,15,12,3,1,0,0,0,0,0,0,0,NA,"Matias Vecino",NA,"Matias Vecino","Matías Vecino","Società Sportiva Lazio S.p.A.","serie-a","Midfield","Central Midfield","1991-08-24","Uruguay",1000000,8.2,0,0.12,1.1,0.12,1.34,1.83,0.12,0,FALSE
"Mauro Arambarri",1995,"uy URU","MF","Getafe","es La Liga",29,37,3249,6,2,58,19,6,0,2,3,21,43,60,67,19,4,0,0,0,0,0,4,NA,"Mauro Arambarri",NA,"Mauro Arambarri","Mauro Arambarri","Getafe CF","laliga","Midfield","Central Midfield","1995-09-30","Uruguay",8000000,36.1,0.17,0.06,1.61,0.53,0.58,1.19,0.53,0,FALSE
"Max Alleyne",2005,"eng ENG","DF","Manchester City","eng Premier League",20,2,135,0,0,2,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,NA,"Max Alleyne",NA,"Max Alleyne","Max Alleyne","Manchester City","premier-league","Defender","Centre-Back","2005-07-21","England",8000000,1.5,0,0,1.33,0.67,2,2,0,0,TRUE
"Max Dowman",2009,"eng ENG","MF","Arsenal","eng Premier League",15,6,157,1,0,6,1,0,0,0,0,1,2,2,7,6,0,0,0,0,0,0,1,NA,"Max Dowman",NA,"Max Dowman","Max Dowman","Arsenal FC","premier-league","Attack","Right Winger","2009-12-31","England",30000000,1.74444444444444,0.57,0,3.44,0.57,0.57,1.15,3.44,0,TRUE
"Max Finkgräfe",2004,"de GER","DF","RB Leipzig","de Bundesliga",21,13,504,1,1,4,2,2,0,0,0,8,12,3,4,37,0,0,0,0,0,0,1,NA,"Max Finkgrafe",NA,"Max Finkgrafe","Max Finkgräfe","RB Leipzig","bundesliga","Defender","Left-Back","2004-03-27","Germany",5000000,5.6,0.18,0.18,0.71,0.36,1.43,2.14,6.61,0,FALSE
"Max Moerstedt",2006,"de GER","FW","Hoffenheim","de Bundesliga",19,22,420,2,0,6,4,2,0,0,0,0,3,14,10,4,3,0,0,0,0,0,2,NA,"Max Moerstedt",NA,"Max Moerstedt","Max Moerstedt","TSG 1899 Hoffenheim","bundesliga","Attack","Centre-Forward","2006-01-15","Germany",7000000,4.66666666666667,0.43,0,1.29,0.86,0,0.64,0.86,0,TRUE
"Max Rosenfelder",2003,"de GER","DF","Freiburg","de Bundesliga",22,12,492,0,0,1,0,0,0,0,0,5,5,2,5,0,1,1,0,0,0,0,0,NA,"Max Rosenfelder",NA,"Max Rosenfelder","Max Rosenfelder","SC Freiburg","bundesliga","Defender","Centre-Back","2003-02-10","Germany",6000000,5.46666666666667,0,0,0.18,0,0.91,0.91,0,0,FALSE
"Max Weiß",2004,"de GER","GK","Burnley","eng Premier League",21,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,13,0,0,76.9,"Max Weiss",NA,"Max Weiss","Max Weiß","Burnley FC","premier-league","Goalkeeper","Goalkeeper","2004-06-15","Germany",4000000,3,0,0,0,0,0,0,0,1.33,TRUE
"Maxence Caqueret",2000,"fr FRA","MF","Como","it Serie A",25,30,1485,2,6,18,4,3,0,0,0,14,23,26,23,36,2,0,0,0,0,0,2,NA,"Maxence Caqueret",NA,"Maxence Caqueret","Maxence Caqueret","Como 1907","serie-a","Midfield","Central Midfield","2000-02-15","France",13000000,16.5,0.12,0.36,1.09,0.24,0.85,1.39,2.18,0,FALSE
"Maxence Lacroix",2000,"fr FRA","DF","Crystal Palace","eng Premier League",25,35,3085,1,2,25,7,4,1,0,0,45,38,34,19,5,0,0,0,0,0,0,1,NA,"Maxence Lacroix",NA,"Maxence Lacroix","Maxence Lacroix","Crystal Palace","premier-league","Defender","Centre-Back","2000-04-06","France",50000000,34.2777777777778,0.03,0.06,0.73,0.2,1.31,1.11,0.15,0,FALSE
"Maxim De Cuyper",2000,"be BEL","DF,MF","Brighton","eng Premier League",24,30,1415,2,3,13,6,2,0,0,0,11,10,18,21,77,1,0,0,0,0,0,2,NA,"Maxim De Cuyper",NA,"Maxim De Cuyper","Maxim De Cuyper","Brighton & Hove Albion","premier-league","Defender","Left-Back","2000-12-22","Belgium",22000000,15.7222222222222,0.13,0.19,0.83,0.38,0.7,0.64,4.9,0,FALSE
"Maxim Leitsch",1998,"de GER","DF","Mainz 05","de Bundesliga",27,3,162,0,0,1,0,0,0,0,0,5,1,2,1,2,0,0,0,0,0,0,0,NA,"Maxim Leitsch",NA,"Maxim Leitsch","Maxim Leitsch","1.FSV Mainz 05","bundesliga","Defender","Centre-Back","1998-05-18","Germany",800000,1.8,0,0,0.56,0,2.78,0.56,1.11,0,TRUE
"Maxime Colin",1991,"fr FRA","DF","Metz","fr Ligue 1",33,22,1692,0,0,7,2,1,0,0,0,24,30,10,7,12,0,0,0,0,0,0,0,NA,"Maxime Colin",NA,"Maxime Colin","Maxime Colin","FC Metz","ligue-1","Defender","Right-Back","1991-11-15","France",250000,18.8,0,0,0.37,0.11,1.28,1.6,0.64,0,FALSE
"Maxime Dupé",1993,"fr FRA","GK","Nice","fr Ligue 1",32,8,720,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,20,32,1,0,62.5,"Maxime Dupe",NA,"Maxime Dupe","Maxime Dupé","OGC Nice","ligue-1","Goalkeeper","Goalkeeper","1993-03-04","France",700000,8,0,0,0,0,0,0,0,1.88,FALSE
"Maxime Estève",2002,"fr FRA","DF","Burnley","eng Premier League",23,34,2932,0,0,10,1,1,0,0,0,37,27,13,12,6,0,2,0,0,0,0,0,NA,"Maxime Esteve",NA,"Maxime Esteve","Maxime Estève","Burnley FC","premier-league","Defender","Centre-Back","2002-05-26","France",28000000,32.5777777777778,0,0,0.31,0.03,1.14,0.83,0.18,0,FALSE
"Maxime Lopez",1997,"fr FRA","MF","Paris FC","fr Ligue 1",27,26,1960,0,3,13,6,11,0,0,0,11,17,27,8,83,5,0,0,0,0,0,0,NA,"Maxime Lopez",NA,"Maxime Lopez","Maxime Lopez","Paris FC","ligue-1","Midfield","Defensive Midfield","1997-12-04","France",5000000,21.7777777777778,0,0.14,0.6,0.28,0.51,0.78,3.81,0,FALSE
"Maximilian Arnold",1994,"de GER","MF","Wolfsburg","de Bundesliga",31,25,1859,1,4,13,5,5,0,0,0,24,15,17,26,81,0,0,0,0,0,0,1,NA,"Maximilian Arnold",NA,"Maximilian Arnold","Maximilian Arnold","VfL Wolfsburg","bundesliga","Midfield","Central Midfield","1994-05-27","Germany",3000000,20.6555555555556,0.05,0.19,0.63,0.24,1.16,0.73,3.92,0,FALSE
"Maximilian Beier",2002,"de GER","MF,FW","Dortmund","de Bundesliga",22,32,2026,9,6,50,20,3,0,0,0,11,16,31,24,28,3,0,0,0,0,0,9,NA,"Maximilian Beier",NA,"Maximilian Beier","Maximilian Beier","Borussia Dortmund","bundesliga","Attack","Centre-Forward","2002-10-17","Germany",40000000,22.5111111111111,0.4,0.27,2.22,0.89,0.49,0.71,1.24,0,FALSE
"Maximilian Eggestein",1996,"de GER","MF","Freiburg","de Bundesliga",28,34,3060,3,1,44,13,4,0,0,0,31,34,18,20,14,1,0,0,0,0,0,3,NA,"Maximilian Eggestein",NA,"Maximilian Eggestein","Maximilian Eggestein","SC Freiburg","bundesliga","Midfield","Central Midfield","1996-12-08","Germany",10000000,34,0.09,0.03,1.29,0.38,0.91,1,0.41,0,FALSE
"Maximilian Mittelstädt",1997,"de GER","DF,MF","Stuttgart","de Bundesliga",28,32,2186,6,4,31,16,4,0,4,4,35,42,11,26,122,2,0,0,0,0,0,2,NA,"Maximilian Mittelstadt",NA,"Maximilian Mittelstadt","Maximilian Mittelstädt","VfB Stuttgart","bundesliga","Defender","Left-Back","1997-03-18","Germany",18000000,24.2888888888889,0.25,0.16,1.28,0.66,1.44,1.73,5.02,0,FALSE
"Maximilian Philipp",1994,"de GER","FW,MF","Freiburg","de Bundesliga",31,2,29,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,NA,"Maximilian Philipp",NA,"Maximilian Philipp","Maximilian Philipp","SC Freiburg","bundesliga","Attack","Second Striker","1994-03-01","Germany",500000,0.322222222222222,0,0,0,0,0,3.1,0,0,TRUE
"Maximilian Wöber",1998,"at AUT","DF","Werder Bremen","de Bundesliga",27,2,37,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,NA,"Maximilian Wober",NA,"Maximilian Wober","Maximilian Wöber","SV Werder Bremen","bundesliga","Defender","Centre-Back","1998-02-04","Austria",3000000,0.411111111111111,0,0,0,0,4.86,2.43,2.43,0,TRUE
"Maxwel Cornet",1996,"ci CIV","MF","Genoa","it Serie A",28,8,118,0,0,4,2,0,0,0,1,0,4,6,1,13,1,0,0,0,0,0,0,NA,"Maxwel Cornet",NA,"Maxwel Cornet","Maxwel Cornet","Genoa CFC","serie-a","Attack","Left Winger","1996-09-27","Cote d'Ivoire",2000000,1.31111111111111,0,0,3.05,1.53,0,3.05,9.92,0,TRUE
"Mayckel Lahdo",2002,"se SWE","FW,MF","Nantes","fr Ligue 1",22,8,415,1,1,3,1,0,0,0,0,0,2,5,6,1,1,0,0,0,0,0,1,NA,"Mayckel Lahdo",NA,"Mayckel Lahdo","Mayckel Lahdo","FC Nantes","ligue-1","Attack","Right Winger","2002-12-30","Sweden",2700000,4.61111111111111,0.22,0.22,0.65,0.22,0,0.43,0.22,0,TRUE
"Medon Berisha",2003,"al ALB","MF","Lecce","it Serie A",21,13,871,2,3,24,5,0,0,0,0,5,12,11,10,58,1,0,0,0,0,0,2,NA,"Medon Berisha",NA,"Medon Berisha","Medon Berisha","US Lecce","serie-a","Midfield","Central Midfield","2003-10-21","Albania",5000000,9.67777777777778,0.21,0.31,2.48,0.52,0.52,1.24,5.99,0,FALSE
"Mehdi Léris",1998,"dz ALG","MF","Pisa","it Serie A",27,34,1900,2,3,25,7,2,0,0,0,23,37,27,22,99,8,0,0,0,0,0,2,NA,"Mehdi Leris",NA,"Mehdi Leris","Mehdi Léris","Pisa Sporting Club","serie-a","Attack","Right Winger","1998-05-23","Algeria",1800000,21.1111111111111,0.09,0.14,1.18,0.33,1.09,1.75,4.69,0,FALSE
"Melker Ellborg",2003,"se SWE","GK","Sunderland","eng Premier League",22,3,270,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,10,12,1,0,83.3,"Melker Ellborg",NA,"Melker Ellborg","Melker Ellborg","Sunderland AFC","premier-league","Goalkeeper","Goalkeeper","2003-05-22","Sweden",3000000,3,0,0,0,0,0,0,0,0.67,TRUE
"Melvin Bard",2000,"fr FRA","DF,MF","Nice","fr Ligue 1",24,29,2394,2,1,15,5,4,0,0,0,41,29,26,27,77,3,0,0,0,0,0,2,NA,"Melvin Bard",NA,"Melvin Bard","Melvin Bard","OGC Nice","ligue-1","Defender","Left-Back","2000-11-06","France",10000000,26.6,0.08,0.04,0.56,0.19,1.54,1.09,2.89,0,FALSE
"Melvin Zinga",2002,"fr FRA","GK","Angers","fr Ligue 1",23,3,222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,8,13,0,0,61.5,"Melvin Zinga",NA,"Melvin Zinga","Melvin Zinga","Angers SCO","ligue-1","Goalkeeper","Goalkeeper","2002-03-16","France",300000,2.46666666666667,0,0,0,0,0,0.41,0,2.03,TRUE
"Merlin Röhl",2002,"de GER","MF","Everton","eng Premier League",23,18,748,1,0,11,1,0,0,0,0,4,14,22,7,6,2,0,0,0,0,0,1,NA,"Merlin Rohl",NA,"Merlin Rohl","Merlin Röhl","Everton FC","premier-league","Midfield","Attacking Midfield","2002-07-05","Germany",16000000,8.31111111111111,0.12,0,1.32,0.12,0.48,1.68,0.72,0,FALSE
"Mert Kömür",2005,"de GER","MF,FW","Augsburg","de Bundesliga",20,28,1464,2,4,41,16,1,0,0,0,8,13,26,18,60,2,0,0,0,0,0,2,NA,"Mert Komur",NA,"Mert Komur","Mert Kömür","FC Augsburg","bundesliga","Midfield","Attacking Midfield","2005-07-17","Germany",12000000,16.2666666666667,0.12,0.25,2.52,0.98,0.49,0.8,3.69,0,FALSE
"Michael Folorunsho",1998,"it ITA","MF,FW","Cagliari","it Serie A",27,27,1999,2,0,36,9,3,0,0,0,10,10,35,49,22,13,0,0,0,0,0,2,NA,"Michael Folorunsho",NA,"Michael Folorunsho","Michael Folorunsho","Cagliari Calcio","serie-a","Midfield","Central Midfield","1998-02-07","Italy",5000000,22.2111111111111,0.09,0,1.62,0.41,0.45,0.45,0.99,0,FALSE
"Michael Gregoritsch",1994,"at AUT","FW","Augsburg","de Bundesliga",31,17,913,6,2,29,10,2,0,1,1,5,4,5,18,6,4,0,0,0,0,0,5,NA,"Michael Gregoritsch",NA,"Michael Gregoritsch","Michael Gregoritsch","FC Augsburg","bundesliga","Attack","Centre-Forward","1994-04-18","Austria",1500000,10.1444444444444,0.59,0.2,2.86,0.99,0.49,0.39,0.59,0,FALSE
"Michael Kayode",2004,"it ITA","DF","Brentford","eng Premier League",21,37,3258,1,1,9,3,8,0,0,0,39,47,26,50,56,1,1,0,0,0,0,1,NA,"Michael Kayode",NA,"Michael Kayode","Michael Kayode","Brentford FC","premier-league","Defender","Right-Back","2004-07-10","Italy",40000000,36.2,0.03,0.03,0.25,0.08,1.08,1.3,1.55,0,FALSE
"Michael Keane",1993,"eng ENG","DF","Everton","eng Premier League",32,33,2591,3,1,27,7,1,1,0,0,37,24,16,6,1,0,0,0,0,0,0,3,NA,"Michael Keane",NA,"Michael Keane","Michael Keane","Everton FC","premier-league","Defender","Centre-Back","1993-01-11","England",3000000,28.7888888888889,0.1,0.03,0.94,0.24,1.29,0.83,0.03,0,FALSE
"Michael Olise",2001,"fr FRA","MF","Bayern Munich","de Bundesliga",23,32,2316,15,19,102,50,8,0,0,0,14,11,32,58,146,7,0,0,0,0,0,15,NA,"Michael Olise",NA,"Michael Olise","Michael Olise","Bayern Munich","bundesliga","Attack","Right Winger","2001-12-12","France",150000000,25.7333333333333,0.58,0.74,3.96,1.94,0.54,0.43,5.67,0,FALSE
"Michael Zetterer",1995,"de GER","GK","Eintracht Frankfurt","de Bundesliga",30,22,1976,0,0,0,0,1,0,0,0,1,1,0,6,0,0,0,33,62,93,6,0,66.7,"Michael Zetterer",NA,"Michael Zetterer","Michael Zetterer","SV Werder Bremen","bundesliga","Goalkeeper","Goalkeeper","1995-07-12","Germany",4000000,21.9555555555556,0,0,0,0,0.05,0.05,0,1.5,FALSE
"Michel Aebischer",1997,"ch SUI","MF","Pisa","it Serie A",28,35,2892,1,2,19,5,8,0,0,0,35,37,44,38,43,0,0,0,0,0,0,1,NA,"Michel Aebischer",NA,"Michel Aebischer","Michel Aebischer","Pisa Sporting Club","serie-a","Midfield","Central Midfield","1997-01-06","Switzerland",4000000,32.1333333333333,0.03,0.06,0.59,0.16,1.09,1.15,1.34,0,FALSE
"Michel Mboula",2003,"ga GAB","DF,MF","Metz","fr Ligue 1",22,14,746,0,0,2,1,2,0,0,0,15,10,9,11,8,0,1,0,0,0,0,0,NA,"Michel Mboula",NA,"Michel Mboula","Michel Mboula","FC Metz","ligue-1","Defender","Centre-Back","2003-04-30","Gabon",900000,8.28888888888889,0,0,0.24,0.12,1.81,1.21,0.97,0,FALSE
"Michel Ndary Adopo",2000,"fr FRA","MF","Cagliari","it Serie A",25,38,3050,1,2,28,11,4,0,0,0,31,32,35,25,26,5,0,0,0,0,0,1,NA,"Michel Ndary Adopo","Michel Adopo","Michel Adopo","Michel Adopo","Cagliari Calcio","serie-a","Midfield","Central Midfield","2000-07-19","France",7000000,33.8888888888889,0.03,0.06,0.83,0.32,0.91,0.94,0.77,0,FALSE
"Michele Collocolo",1999,"it ITA","MF","Cremonese","it Serie A",25,8,362,0,0,2,1,1,0,0,0,1,3,2,2,5,0,0,0,0,0,0,0,NA,"Michele Collocolo",NA,"Michele Collocolo","Michele Collocolo","US Cremonese","serie-a","Midfield","Central Midfield","1999-11-08","Italy",2400000,4.02222222222222,0,0,0.5,0.25,0.25,0.75,1.24,0,TRUE
"Michele Di Gregorio",1997,"it ITA","GK","Juventus","it Serie A",28,30,2655,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,25,60,85,14,0,70.6,"Michele Di Gregorio",NA,"Michele Di Gregorio","Michele Di Gregorio","Juventus FC","serie-a","Goalkeeper","Goalkeeper","1997-07-27","Italy",10000000,29.5,0,0,0,0,0,0,0,0.85,FALSE
