"Player","Born","Nation","Pos","Squad","Comp","Age","MP","Min","Gls","Ast","Sh","SoT","CrdY","CrdR","Player_clean","tm_name","match_name","name","club","league","position","sub_position","date_of_birth","nationality","market_value_in_eur"
"Gonzalo García",2004,"es ESP","FW","Real Madrid","es La Liga",21,30,964,6,1,21,11,2,0,"Gonzalo Garcia",NA,"Gonzalo Garcia","Gonzalo García","Real Madrid","laliga","Attack","Centre-Forward",2004-03-24,"Spain",30000000
"Gonçalo Guedes",1996,"pt POR","MF","Real Sociedad","es La Liga",28,32,1823,8,4,46,18,3,0,"Goncalo Guedes",NA,"Goncalo Guedes","Gonçalo Guedes","Real Sociedad","laliga","Attack","Left Winger",1996-11-29,"Portugal",6000000
"Gonçalo Ramos",2001,"pt POR","FW","Paris Saint-Germain","fr Ligue 1",24,30,1318,6,1,58,25,4,1,"Goncalo Ramos",NA,"Goncalo Ramos","Gonçalo Ramos","Paris Saint-Germain","ligue-1","Attack","Centre-Forward",2001-06-20,"Portugal",30000000
"Gorka Guruzeta",1996,"es ESP","FW","Athletic Club","es La Liga",28,35,2363,10,3,84,32,6,1,"Gorka Guruzeta",NA,"Gorka Guruzeta","Gorka Guruzeta","Athletic Bilbao","laliga","Attack","Centre-Forward",1996-09-12,"Spain",5000000
"Grady Diangana",1998,"cd COD","MF,FW","Elche","es La Liga",27,20,926,1,0,16,2,3,0,"Grady Diangana",NA,"Grady Diangana","Grady Diangana","Elche CF","laliga","Attack","Right Winger",1998-04-19,"DR Congo",2000000
"Granit Xhaka",1992,"ch SUI","MF","Sunderland","eng Premier League",32,34,2904,1,6,21,5,8,0,"Granit Xhaka",NA,"Granit Xhaka","Granit Xhaka","Sunderland AFC","premier-league","Midfield","Defensive Midfield",1992-09-27,"Switzerland",8000000
"Gregor Kobel",1997,"ch SUI","GK","Dortmund","de Bundesliga",27,34,3060,0,0,0,0,3,0,"Gregor Kobel",NA,"Gregor Kobel","Gregor Kobel","Borussia Dortmund","bundesliga","Goalkeeper","Goalkeeper",1997-12-06,"Switzerland",40000000
"Grigoris Kastanos",1998,"cy CYP","MF","Hellas Verona","it Serie A",27,6,44,0,0,1,0,0,0,"Grigoris Kastanos",NA,"Grigoris Kastanos","Grigoris Kastanos","Hellas Verona","serie-a","Midfield","Central Midfield",1998-01-30,"Cyprus",1300000
"Grischa Prömel",1995,"de GER","MF","Hoffenheim","de Bundesliga",30,33,1758,7,2,43,14,5,0,"Grischa Promel",NA,"Grischa Promel","Grischa Prömel","TSG 1899 Hoffenheim","bundesliga","Midfield","Central Midfield",1995-01-09,"Germany",3500000
"Grégoire Coudert",1999,"fr FRA","GK","Brest","fr Ligue 1",26,25,2192,0,0,0,0,2,0,"Gregoire Coudert",NA,"Gregoire Coudert","Grégoire Coudert","Stade Brestois 29","ligue-1","Goalkeeper","Goalkeeper",1999-04-03,"France",4000000
"Guela Doué",2002,"ci CIV","DF,MF","Strasbourg","fr Ligue 1",22,24,2061,2,6,12,5,3,0,"Guela Doue",NA,"Guela Doue","Guéla Doué","RC Strasbourg Alsace","ligue-1","Defender","Right-Back",2002-10-17,"Cote d'Ivoire",20000000
"Guglielmo Vicario",1996,"it ITA","GK","Tottenham Hotspur","eng Premier League",28,31,2790,0,0,0,0,1,0,"Guglielmo Vicario",NA,"Guglielmo Vicario","Guglielmo Vicario","Tottenham Hotspur","premier-league","Goalkeeper","Goalkeeper",1996-10-07,"Italy",18000000
"Guido Rodríguez",1994,"ar ARG","MF","Valencia","es La Liga",31,22,1489,4,0,16,5,5,0,"Guido Rodriguez",NA,"Guido Rodriguez","Guido Rodríguez","West Ham United","premier-league","Midfield","Defensive Midfield",1994-04-12,"Argentina",4000000
"Guillaume Restes",2005,"fr FRA","GK","Toulouse","fr Ligue 1",20,34,3029,0,0,0,0,3,0,"Guillaume Restes",NA,"Guillaume Restes","Guillaume Restes","FC Toulouse","ligue-1","Goalkeeper","Goalkeeper",2005-03-11,"France",18000000
"Guillermo Maripán",1994,"cl CHI","DF","Torino","it Serie A",31,27,2145,2,0,18,8,4,0,"Guillermo Maripan",NA,"Guillermo Maripan","Guillermo Maripán","Torino FC","serie-a","Defender","Centre-Back",1994-05-06,"Chile",2000000
"Gustav Isaksen",2001,"dk DEN","FW","Lazio","it Serie A",24,30,1593,5,1,48,19,0,0,"Gustav Isaksen",NA,"Gustav Isaksen","Gustav Isaksen","Società Sportiva Lazio S.p.A.","serie-a","Attack","Right Winger",2001-04-19,"Denmark",15000000
"Gvidas Gineitis",2004,"lt LTU","MF","Torino","it Serie A",21,29,1756,0,1,27,5,5,0,"Gvidas Gineitis",NA,"Gvidas Gineitis","Gvidas Gineitis","Torino FC","serie-a","Midfield","Central Midfield",2004-04-15,"Lithuania",5500000
"Habib Diallo",1995,"sn SEN","FW","Metz","fr Ligue 1",30,25,1909,4,1,38,12,0,0,"Habib Diallo",NA,"Habib Diallo","Habib Diallo","FC Metz","ligue-1","Attack","Centre-Forward",1995-06-18,"Senegal",4000000
"Habib Diarra",2004,"sn SEN","MF","Sunderland","eng Premier League",21,20,1405,2,2,26,8,6,0,"Habib Diarra",NA,"Habib Diarra","Habib Diarra","Sunderland AFC","premier-league","Midfield","Central Midfield",2004-01-03,"Senegal",35000000
"Haissem Hassan",2002,"eg EGY","MF,FW","Oviedo","es La Liga",23,37,1942,0,3,34,8,1,0,"Haissem Hassan",NA,"Haissem Hassan","Haissem Hassan","Real Oviedo","laliga","Attack","Right Winger",2002-02-08,"Egypt",3500000
"Hakan Çalhanoğlu",1994,"tr TUR","MF","Inter","it Serie A",31,22,1639,9,4,50,17,7,0,"Hakan Calhanoglu",NA,"Hakan Calhanoglu","Hakan Çalhanoğlu","Inter Milan","serie-a","Midfield","Defensive Midfield",1994-02-08,"Türkiye",16000000
"Hamari Traoré",1992,"ml MLI","DF","Paris FC","fr Ligue 1",33,18,1150,0,1,4,0,4,0,"Hamari Traore",NA,"Hamari Traore","Hamari Traoré","Paris FC","ligue-1","Defender","Right-Back",1992-01-27,"Mali",1500000
"Hamidou Makalou",2006,"ml MLI","MF","Brest","fr Ligue 1",19,17,341,0,0,4,1,0,0,"Hamidou Makalou",NA,"Hamidou Makalou","Hamidou Makalou","Stade Brestois 29","ligue-1","Midfield","Defensive Midfield",2006-07-15,"Mali",1000000
"Hamza Igamane",2002,"ma MAR","FW","Lille","fr Ligue 1",22,13,432,5,1,24,9,2,0,"Hamza Igamane",NA,"Hamza Igamane","Hamza Igamane","LOSC Lille","ligue-1","Attack","Centre-Forward",2002-11-02,"Morocco",18000000
"Han-Noah Massengo",2001,"fr FRA","MF","Augsburg","de Bundesliga",24,33,2427,2,1,20,6,5,0,"Han-Noah Massengo",NA,"Han-Noah Massengo","Han-Noah Massengo","FC Augsburg","bundesliga","Midfield","Central Midfield",2001-07-07,"France",8000000
"Hans Hateboer",1994,"nl NED","DF,MF","Lyon","fr Ligue 1",31,16,762,0,0,7,1,0,1,"Hans Hateboer",NA,"Hans Hateboer","Hans Hateboer","Stade Rennais FC","ligue-1","Defender","Right-Back",1994-01-09,"Netherlands",1800000
"Hans Nicolussi Caviglia",2000,"it ITA","MF","Parma","it Serie A",25,26,1454,0,4,20,3,4,0,"Hans Nicolussi Caviglia",NA,"Hans Nicolussi Caviglia","Hans Nicolussi Caviglia","ACF Fiorentina","serie-a","Midfield","Defensive Midfield",2000-06-18,"Italy",6000000
"Haris Belkebla",1994,"dz ALG","MF","Angers","fr Ligue 1",31,33,2875,0,0,5,0,7,0,"Haris Belkebla",NA,"Haris Belkebla","Haris Belkebla","Angers SCO","ligue-1","Midfield","Central Midfield",1994-01-28,"Algeria",1800000
"Haris Tabakovic",1994,"ba BIH","FW","Gladbach","de Bundesliga",31,32,2382,13,3,67,27,5,0,"Haris Tabakovic",NA,"Haris Tabakovic","Haris Tabakovic","Borussia Mönchengladbach","bundesliga","Attack","Centre-Forward",1994-06-20,"Bosnia-Herzegovina",3500000
"Harrison Armstrong",2007,"eng ENG","MF","Everton","eng Premier League",18,13,529,0,0,5,2,0,0,"Harrison Armstrong",NA,"Harrison Armstrong","Harrison Armstrong","Everton FC","premier-league","Midfield","Central Midfield",2007-01-19,"England",12000000
"Harrison Reed",1995,"eng ENG","MF","Fulham","eng Premier League",30,7,94,1,0,2,1,0,0,"Harrison Reed",NA,"Harrison Reed","Harrison Reed","Fulham FC","premier-league","Midfield","Central Midfield",1995-01-27,"England",2000000
"Harry Howell",2008,"eng ENG","MF","Brighton","eng Premier League",17,3,94,0,0,0,0,0,0,"Harry Howell",NA,"Harry Howell","Harry Howell","Brighton & Hove Albion","premier-league","Midfield","Attacking Midfield",2008-04-20,"England",300000
"Harry Kane",1993,"eng ENG","FW,MF","Bayern Munich","de Bundesliga",32,31,2377,36,5,119,67,1,0,"Harry Kane",NA,"Harry Kane","Harry Kane","Bayern Munich","bundesliga","Attack","Centre-Forward",1993-07-28,"England",60000000
"Harry Maguire",1993,"eng ENG","DF","Manchester Utd","eng Premier League",32,23,1653,1,2,14,4,3,1,"Harry Maguire",NA,"Harry Maguire","Harry Maguire","Manchester United","premier-league","Defender","Centre-Back",1993-03-05,"England",8000000
"Harry Wilson",1997,"wls WAL","MF","Fulham","eng Premier League",28,36,2673,10,7,78,25,7,0,"Harry Wilson",NA,"Harry Wilson","Harry Wilson","Fulham FC","premier-league","Attack","Right Winger",1997-03-22,"Wales",25000000
"Harvey Barnes",1997,"eng ENG","FW,MF","Newcastle United","eng Premier League",27,37,1966,7,1,58,21,1,0,"Harvey Barnes",NA,"Harvey Barnes","Harvey Barnes","Newcastle United","premier-league","Attack","Left Winger",1997-12-09,"England",32000000
"Harvey Elliott",2003,"eng ENG","MF","Aston Villa","eng Premier League",22,5,113,0,0,5,0,0,0,"Harvey Elliott",NA,"Harvey Elliott","Harvey Elliott","Liverpool FC","premier-league","Midfield","Attacking Midfield",2003-04-04,"England",20000000
"Hassane Kamara",1994,"ci CIV","MF,DF","Udinese","it Serie A",31,26,1861,0,2,16,5,5,0,"Hassane Kamara",NA,"Hassane Kamara","Hassane Kamara","Udinese Calcio","serie-a","Defender","Left-Back",1994-03-05,"Cote d'Ivoire",3000000
"Hauke Wahl",1994,"de GER","DF","St Pauli","de Bundesliga",31,30,2592,2,1,10,4,1,0,"Hauke Wahl",NA,"Hauke Wahl","Hauke Wahl","FC St. Pauli","bundesliga","Defender","Centre-Back",1994-04-15,"Germany",1500000
"Henrik Meister",2003,"dk DEN","FW","Pisa","it Serie A",21,28,1515,2,0,20,8,2,0,"Henrik Meister",NA,"Henrik Meister","Henrik Meister","Pisa Sporting Club","serie-a","Attack","Centre-Forward",2003-11-13,"Denmark",3800000
"Henrikh Mkhitaryan",1989,"am ARM","MF","Inter","it Serie A",36,30,1560,4,1,43,14,5,0,"Henrikh Mkhitaryan",NA,"Henrikh Mkhitaryan","Henrikh Mkhitaryan","Inter Milan","serie-a","Midfield","Central Midfield",1989-01-21,"Armenia",3000000
"Hernani",1994,"br BRA","MF","Parma","it Serie A",31,4,73,0,0,1,0,0,0,"Hernani",NA,"Hernani","Hernani","Parma Calcio 1913","serie-a","Midfield","Central Midfield",1994-03-27,"Brazil",1500000
"Hervé Koffi",1996,"bf BFA","GK","Angers","fr Ligue 1",28,30,2658,0,0,0,0,1,0,"Herve Koffi",NA,"Herve Koffi","Hervé Koffi","Angers SCO","ligue-1","Goalkeeper","Goalkeeper",1996-10-16,"Burkina Faso",6000000
"Hicham Boudaoui",1999,"dz ALG","MF","Nice","fr Ligue 1",25,25,1694,1,2,21,9,5,0,"Hicham Boudaoui",NA,"Hicham Boudaoui","Hicham Boudaoui","OGC Nice","ligue-1","Midfield","Central Midfield",1999-09-23,"Algeria",12000000
"Himad Abdelli",1999,"dz ALG","MF","Angers","fr Ligue 1",25,21,1081,2,0,15,6,2,0,"Himad Abdelli",NA,"Himad Abdelli","Himad Abdelli","Olympique Marseille","ligue-1","Midfield","Attacking Midfield",1999-11-17,"Algeria",5000000
"Hiroki Ito",1999,"jp JPN","DF","Bayern Munich","de Bundesliga",26,16,920,1,2,10,3,0,0,"Hiroki Ito",NA,"Hiroki Ito","Hiroki Ito","Bayern Munich","bundesliga","Defender","Centre-Back",1999-05-12,"Japan",18000000
"Hjalmar Ekdal",1998,"se SWE","DF","Burnley","eng Premier League",26,19,1539,0,0,6,1,0,0,"Hjalmar Ekdal",NA,"Hjalmar Ekdal","Hjalmar Ekdal","Burnley FC","premier-league","Defender","Centre-Back",1998-10-21,"Sweden",5000000
"Honest Ahanor",2008,"it ITA","DF","Atalanta","it Serie A",17,22,1377,0,0,13,4,2,1,"Honest Ahanor",NA,"Honest Ahanor","Honest Ahanor","Atalanta BC","serie-a","Defender","Centre-Back",2008-02-23,"Italy",30000000
"Horaţiu Moldovan",1998,"ro ROU","GK","Oviedo","es La Liga",27,2,180,0,0,0,0,0,0,"Horatiu Moldovan",NA,"Horatiu Moldovan","Horațiu Moldovan","Real Oviedo","laliga","Goalkeeper","Goalkeeper",1998-01-20,"Romania",1800000
"Hugo Bolin",2003,"se SWE","MF,FW","Gladbach","de Bundesliga",22,13,550,1,1,15,4,0,0,"Hugo Bolin",NA,"Hugo Bolin","Hugo Bolin","Borussia Mönchengladbach","bundesliga","Attack","Left Winger",2003-07-24,"Sweden",6000000
"Hugo Bueno",2002,"es ESP","MF,DF","Wolves","eng Premier League",22,35,2366,1,2,16,6,3,0,"Hugo Bueno",NA,"Hugo Bueno","Hugo Bueno","Wolverhampton Wanderers","premier-league","Defender","Left-Back",2002-09-18,"Spain",12000000
"Hugo Duro",1999,"es ESP","FW","Valencia","es La Liga",25,36,1979,10,0,36,14,4,0,"Hugo Duro",NA,"Hugo Duro","Hugo Duro","Valencia CF","laliga","Attack","Centre-Forward",1999-11-10,"Spain",12000000
"Hugo Ekitike",2002,"fr FRA","FW","Liverpool","eng Premier League",23,28,1803,11,4,65,19,0,0,"Hugo Ekitike",NA,"Hugo Ekitike","Hugo Ekitiké","Liverpool FC","premier-league","Attack","Centre-Forward",2002-06-20,"France",80000000
"Hugo González",2003,"es ESP","FW","Celta Vigo","es La Liga",22,1,8,0,0,0,0,0,0,"Hugo Gonzalez",NA,"Hugo Gonzalez","Hugo González","Celta de Vigo","laliga","Attack","Right Winger",2003-02-07,"Spain",300000
"Hugo Larsson",2004,"se SWE","MF","Eintracht Frankfurt","de Bundesliga",21,25,1812,2,2,13,6,0,0,"Hugo Larsson",NA,"Hugo Larsson","Hugo Larsson","Eintracht Frankfurt","bundesliga","Midfield","Central Midfield",2004-06-27,"Sweden",28000000
"Hugo López",2007,"es ESP","MF","Villarreal","es La Liga",18,2,56,0,0,0,0,0,0,"Hugo Lopez",NA,"Hugo Lopez","Hugo López","Villarreal CF","laliga","Attack","Left Winger",2007-03-04,"Spain",1000000
"Hugo Magnetti",1998,"fr FRA","MF","Brest","fr Ligue 1",27,33,2688,1,1,22,5,4,1,"Hugo Magnetti",NA,"Hugo Magnetti","Hugo Magnetti","Stade Brestois 29","ligue-1","Midfield","Central Midfield",1998-05-30,"France",6000000
"Hugo Rincón",2003,"es ESP","DF","Girona","es La Liga",22,33,1750,1,1,7,2,4,0,"Hugo Rincon",NA,"Hugo Rincon","Hugo Rincón","Girona FC","laliga","Defender","Right-Back",2003-01-27,"Spain",3500000
"Hugo Solozabal",2003,"es ESP","MF","Getafe","es La Liga",22,1,11,0,0,0,0,0,0,"Hugo Solozabal",NA,"Hugo Solozabal","Hugo Solozábal","Getafe CF","laliga","Midfield","Central Midfield",2003-02-07,"Spain",50000
"Hugo Sotelo",2003,"es ESP","MF","Celta Vigo","es La Liga",21,20,1338,0,2,2,1,3,0,"Hugo Sotelo",NA,"Hugo Sotelo","Hugo Sotelo","Celta de Vigo","laliga","Midfield","Central Midfield",2003-12-19,"Spain",5000000
"Hugo Álvarez",2003,"es ESP","FW,MF","Celta Vigo","es La Liga",22,28,1340,4,2,14,8,2,0,"Hugo Alvarez",NA,"Hugo Alvarez","Hugo Álvarez","Celta de Vigo","laliga","Attack","Left Winger",2003-07-02,"Spain",8000000
"Hákon Valdimarsson",2001,"is ISL","GK","Brentford","eng Premier League",23,1,90,0,0,0,0,0,0,"Hakon Valdimarsson",NA,"Hakon Valdimarsson","Hákon Valdimarsson","Brentford FC","premier-league","Goalkeeper","Goalkeeper",2001-10-13,"Iceland",2500000
"Héctor Bellerín",1995,"es ESP","DF","Real Betis","es La Liga",30,27,1822,2,3,7,5,2,0,"Hector Bellerin",NA,"Hector Bellerin","Héctor Bellerín","Real Betis Balompié","laliga","Defender","Right-Back",1995-03-19,"Spain",2400000
"Héctor Fort",2006,"es ESP","DF,MF","Elche","es La Liga",18,14,482,2,2,12,5,0,0,"Hector Fort",NA,"Hector Fort","Héctor Fort","Elche CF","laliga","Defender","Right-Back",2006-08-02,"Spain",12000000
"Iago Aspas",1987,"es ESP","FW,MF","Celta Vigo","es La Liga",37,32,1140,5,3,28,12,4,0,"Iago Aspas",NA,"Iago Aspas","Iago Aspas","Celta de Vigo","laliga","Attack","Centre-Forward",1987-08-01,"Spain",1600000
"Ian Maatsen",2002,"nl NED","DF","Aston Villa","eng Premier League",23,30,1605,0,1,20,5,2,0,"Ian Maatsen",NA,"Ian Maatsen","Ian Maatsen","Aston Villa","premier-league","Defender","Left-Back",2002-03-10,"Netherlands",30000000
"Ibou Sané",2005,"sn SEN","FW,MF","Metz","fr Ligue 1",20,16,541,1,1,6,3,2,0,"Ibou Sane",NA,"Ibou Sane","Ibou Sané","FC Metz","ligue-1","Attack","Centre-Forward",2005-03-28,"Senegal",300000
"Ibrahim Maza",2005,"dz ALG","MF","Leverkusen","de Bundesliga",19,28,1849,3,4,54,17,2,0,"Ibrahim Maza",NA,"Ibrahim Maza","Ibrahim Maza","Bayer 04 Leverkusen","bundesliga","Midfield","Attacking Midfield",2005-11-24,"Algeria",45000000
"Ibrahim Mbaye",2008,"sn SEN","FW,MF","Paris Saint-Germain","fr Ligue 1",17,24,1006,3,2,24,10,0,0,"Ibrahim Mbaye",NA,"Ibrahim Mbaye","Ibrahim Mbaye","Paris Saint-Germain","ligue-1","Attack","Right Winger",2008-01-24,"Senegal",30000000
"Ibrahim Osman",2004,"gh GHA","MF,FW","Auxerre","fr Ligue 1",20,14,625,0,2,18,6,0,0,"Ibrahim Osman",NA,"Ibrahim Osman","Ibrahim Osman","AJ Auxerre","ligue-1","Attack","Left Winger",2004-11-29,"Ghana",7000000
"Ibrahim Salah",2001,"ma MAR","MF","Rennes","fr Ligue 1",23,2,35,0,0,1,0,0,0,"Ibrahim Salah",NA,"Ibrahim Salah","Ibrahim Salah","Stade Rennais FC","ligue-1","Attack","Left Winger",2001-08-30,"Morocco",1800000
"Ibrahim Sangaré",1997,"ci CIV","MF","Nottingham Forest","eng Premier League",27,28,2075,2,2,16,5,5,0,"Ibrahim Sangare",NA,"Ibrahim Sangare","Ibrahim Sangaré","Nottingham Forest","premier-league","Midfield","Defensive Midfield",1997-12-02,"Cote d'Ivoire",20000000
"Ibrahim Sulemana",2003,"gh GHA","MF","Cagliari","it Serie A",22,19,905,1,0,11,2,3,0,"Ibrahim Sulemana",NA,"Ibrahim Sulemana","Ibrahim Sulemana","Bologna Football Club 1909","serie-a","Midfield","Defensive Midfield",2003-05-22,"Ghana",6000000
"Ibrahima Konaté",1999,"fr FRA","DF","Liverpool","eng Premier League",26,36,3090,1,0,12,4,7,0,"Ibrahima Konate",NA,"Ibrahima Konate","Ibrahima Konaté","Liverpool FC","premier-league","Defender","Centre-Back",1999-05-25,"France",45000000
"Ibrahima Sissoko",1997,"ml MLI","MF,DF","Nantes","fr Ligue 1",27,14,893,0,0,6,0,4,0,"Ibrahima Sissoko",NA,"Ibrahima Sissoko","Ibrahima Sissoko","FC Nantes","ligue-1","Midfield","Defensive Midfield",1997-10-27,"Mali",2000000
"Idrissa Guèye",2006,"sn SEN","FW","Udinese","it Serie A",18,22,553,1,0,22,6,2,0,"Idrissa Gueye",NA,"Idrissa Gueye","Idrissa Gueye","FC Metz","ligue-1","Attack","Centre-Forward",2006-09-16,"Senegal",8000000
"Idrissa Touré",1998,"de GER","MF","Pisa","it Serie A",27,32,2279,1,0,29,8,4,1,"Idrissa Toure",NA,"Idrissa Toure","Idrissa Touré","Pisa Sporting Club","serie-a","Midfield","Right Midfield",1998-04-29,"Germany",5000000
"Ignatius Ganago",1999,"cm CMR","FW","Nantes","fr Ligue 1",26,14,929,3,1,23,7,1,0,"Ignatius Ganago",NA,"Ignatius Ganago","Ignatius Ganago","FC Nantes","ligue-1","Attack","Centre-Forward",1999-02-16,"Cameroon",2000000
"Igor Jesus",2001,"br BRA","FW","Nottingham Forest","eng Premier League",24,37,2298,6,4,70,21,2,0,"Igor Jesus",NA,"Igor Jesus","Igor Jesus","Nottingham Forest","premier-league","Attack","Centre-Forward",2001-02-25,"Brazil",25000000
"Igor Matanovic",2003,"hr CRO","FW","Freiburg","de Bundesliga",22,31,1571,11,2,51,19,0,0,"Igor Matanovic",NA,"Igor Matanovic","Igor Matanovic","SC Freiburg","bundesliga","Attack","Centre-Forward",2003-03-31,"Croatia",22000000
"Igor Paixão",2000,"br BRA","MF","Marseille","fr Ligue 1",25,30,1975,6,5,57,23,3,0,"Igor Paixao",NA,"Igor Paixao","Igor Paixão","Olympique Marseille","ligue-1","Attack","Left Winger",2000-06-28,"Brazil",35000000
"Igor Thiago",2001,"br BRA","FW","Brentford","eng Premier League",24,38,3282,22,1,84,43,7,0,"Igor Thiago",NA,"Igor Thiago","Igor Thiago","Brentford FC","premier-league","Attack","Centre-Forward",2001-06-26,"Brazil",65000000
"Igor Zubeldia",1997,"es ESP","DF","Real Sociedad","es La Liga",28,25,2082,0,1,6,1,9,0,"Igor Zubeldia",NA,"Igor Zubeldia","Igor Zubeldia","Real Sociedad","laliga","Defender","Centre-Back",1997-03-30,"Spain",6000000
"Ihlas Bebou",1994,"tg TOG","FW,MF","Hoffenheim","de Bundesliga",31,16,190,0,0,5,2,1,0,"Ihlas Bebou",NA,"Ihlas Bebou","Ihlas Bebou","TSG 1899 Hoffenheim","bundesliga","Attack","Centre-Forward",1994-04-23,"Togo",600000
"Iker Benito",2002,"es ESP","MF","Osasuna","es La Liga",22,6,159,1,0,2,1,1,0,"Iker Benito",NA,"Iker Benito","Iker Benito","CA Osasuna","laliga","Attack","Right Winger",2002-08-10,"Spain",1400000
"Iker Bravo",2005,"es ESP","FW","Udinese","it Serie A",20,8,206,1,0,4,1,1,0,"Iker Bravo",NA,"Iker Bravo","Iker Bravo","Udinese Calcio","serie-a","Attack","Centre-Forward",2005-01-13,"Spain",5000000
"Iker Losada",2001,"es ESP","MF","Levante","es La Liga",23,23,902,3,1,14,4,1,0,"Iker Losada",NA,"Iker Losada","Iker Losada","Levante UD","laliga","Attack","Second Striker",2001-08-01,"Spain",1800000
"Iker Muñoz",2002,"es ESP","MF","Osasuna","es La Liga",22,19,952,0,0,9,4,5,0,"Iker Munoz",NA,"Iker Munoz","Iker Muñoz","CA Osasuna","laliga","Midfield","Defensive Midfield",2002-09-05,"Spain",2000000
"Ilaix Moriba",2003,"gn GUI","MF","Celta Vigo","es La Liga",22,36,2495,2,3,18,5,8,0,"Ilaix Moriba",NA,"Ilaix Moriba","Ilaix Moriba","Celta de Vigo","laliga","Midfield","Central Midfield",2003-01-19,"Guinea",15000000
"Ilan Kebbal",1998,"dz ALG","MF,FW","Paris FC","fr Ligue 1",27,29,2222,9,4,49,20,7,0,"Ilan Kebbal",NA,"Ilan Kebbal","Ilan Kebbal","Paris FC","ligue-1","Attack","Right Winger",1998-07-10,"Algeria",12000000
"Ilia Gruev",2000,"bg BUL","MF","Leeds United","eng Premier League",25,23,1323,0,3,7,1,3,0,"Ilia Gruev",NA,"Ilia Gruev","Ilia Gruev","Leeds United","premier-league","Midfield","Defensive Midfield",2000-05-06,"Bulgaria",12000000
"Ilias Akhomach",2004,"ma MAR","MF,FW","Rayo Vallecano","es La Liga",21,20,897,0,1,24,8,2,0,"Ilias Akhomach",NA,"Ilias Akhomach","Ilias Akhomach","Villarreal CF","laliga","Attack","Right Winger",2004-04-16,"Morocco",12000000
"Iliman Ndiaye",2000,"sn SEN","MF","Everton","eng Premier League",25,32,2778,6,3,43,22,2,0,"Iliman Ndiaye",NA,"Iliman Ndiaye","Iliman Ndiaye","Everton FC","premier-league","Attack","Right Winger",2000-03-06,"Senegal",55000000
"Ilyas Ansah",2004,"de GER","MF,FW","Union Berlin","de Bundesliga",20,33,1892,5,1,33,12,1,0,"Ilyas Ansah",NA,"Ilyas Ansah","Ilyas Ansah","1.FC Union Berlin","bundesliga","Attack","Centre-Forward",2004-11-08,"Germany",12000000
"Ilyas Chaira",2001,"ma MAR","MF,FW","Oviedo","es La Liga",24,36,2447,6,2,81,35,2,1,"Ilyas Chaira",NA,"Ilyas Chaira","Ilyas Chaira","Real Oviedo","laliga","Attack","Left Winger",2001-02-02,"Morocco",4000000
"Immanuel Pherai",2001,"sr SUR","FW,MF","Hamburger SV","de Bundesliga",24,6,35,0,0,1,0,2,1,"Immanuel Pherai",NA,"Immanuel Pherai","Immanuel Pherai","Hamburger SV","bundesliga","Midfield","Attacking Midfield",2001-04-25,"Suriname",2500000
